ARI201704050,SFN,6,1,0,0,0,X
ARI201704050,SFN,6,1,1,1,1,CBE
ARI201704050,SFN,6,1,1,2,2,BBCCE
ARI201704050,SFN,6,1,1,1,0,BC
ARI201704050,SFN,6,1,2,3,2,BCBCBB
ARI201704050,SFN,6,1,2,0,0,C
ARI201704050,SFN,6,1,2,3,1,CBBBB
ARI201704050,SFN,6,1,2,1,2,FBFC
ARI201704050,SFN,7,0,0,0,0,X
ARI201704050,SFN,7,0,1,2,2,BBSSS
ARI201704050,SFN,7,0,2,1,2,SBSS
ARI201704050,SFN,7,1,0,1,1,BFCFS
ARI201704050,SFN,7,1,0,0,0,B
ARI201704050,SFN,7,1,0,1,1,BCE
ARI201704050,SFN,7,1,0,2,2,FCB*BFC
ARI201704050,SFN,7,1,1,0,0,E
ARI201704050,SFN,7,1,1,2,2,CSBBS
ARI201704050,SFN,7,1,2,0,0,C
ARI201704050,SFN,8,0,0,1,1,CBX
ARI201704050,SFN,8,0,1,2,2,FBBFD
ARI201704050,SFN,8,0,1,3,1,F*BBBD
ARI201704050,SFN,8,0,1,2,1,BFBD
ARI201704050,SFN,8,0,1,3,2,SBF*BBB
ARI201704050,SFN,8,0,1,3,2,CBFBBC
ARI201704050,SFN,8,0,2,0,0,B
ARI201704050,SFN,8,0,2,2,0,BBX
ARI201704050,SFN,8,1,0,2,2,CBFBD
ARI201704050,SFN,8,1,0,0,1,CX
ARI201704050,SFN,8,1,1,0,1,CX
ARI201704050,SFN,8,1,2,1,1,F*BX
ARI201704050,SFN,9,0,0,1,2,CSFBX
ARI201704050,SFN,9,0,1,1,2,CFBS
ARI201704050,SFN,9,0,2,2,2,BCSBX
ARI201704060,SFN,1,0,0,2,2,BBCLFS
ARI201704060,SFN,1,0,1,3,2,BCBFBX
ARI201704060,SFN,1,0,2,2,2,BBFSX
ARI201704060,SFN,1,1,0,2,2,CBFBX
ARI201704060,SFN,1,1,1,2,2,CCBBW
ARI201704060,SFN,1,1,2,2,2,BCSBC
ARI201704060,SFN,2,0,0,2,2,BCFBW
ARI201704060,SFN,2,0,1,2,2,SFBBX
ARI201704060,SFN,2,0,2,0,0,X
ARI201704060,SFN,2,1,0,0,2,CFS
ARI201704060,SFN,2,1,1,1,2,BSTS
ARI201704060,SFN,2,1,2,0,0,D
ARI201704060,SFN,2,1,2,2,2,BBFST
ARI201704060,SFN,3,0,0,1,2,CBSX
ARI201704060,SFN,3,0,1,3,2,BBCCBE
ARI201704060,SFN,3,0,1,1,2,CBFFW
ARI201704060,SFN,3,0,2,0,0,X
ARI201704060,SFN,3,1,0,0,1,CX
ARI201704060,SFN,3,1,1,1,2,CBFD
ARI201704060,SFN,3,1,1,0,0,X
ARI201704060,SFN,4,0,0,3,0,BBBB
ARI201704060,SFN,4,0,0,2,2,BFCBX
ARI201704060,SFN,4,0,1,1,0,BX
ARI201704060,SFN,4,0,2,0,0,*B
ARI201704060,SFN,4,0,2,1,0,*BE
ARI201704060,SFN,4,1,0,1,0,BE
ARI201704060,SFN,4,1,0,2,0,BBE
ARI201704060,SFN,4,1,0,0,2,CFC
ARI201704060,SFN,4,1,1,1,0,BX
ARI201704060,SFN,4,1,2,1,2,BSSD
ARI201704060,SFN,4,1,2,0,1,CX
ARI201704060,SFN,5,0,0,2,2,CBBCX
ARI201704060,SFN,5,0,1,2,2,BSCFBS
ARI201704060,SFN,5,0,2,3,1,BBCB*B
ARI201704060,SFN,5,0,2,0,2,SSS
ARI201704060,SFN,5,1,0,1,2,BCFS
ARI201704060,SFN,5,1,1,2,2,BCSBS
ARI201704060,SFN,5,1,2,1,2,CFBS
ARI201704060,SFN,6,0,0,3,2,CCBBBX
ARI201704060,SFN,6,0,1,1,2,BCFFS
ARI201704060,SFN,6,0,2,3,2,BBFCBB
ARI201704060,SFN,6,0,2,2,2,FF*BBB
